DATAFLOW,LAST UPDATE,freq,unit,citizen,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2022-07,29730,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2022-08,32045,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2022-09,34025,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2022-10,36000,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2022-11,37455,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2022-12,38385,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2023-01,39085,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2023-02,39815,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2023-03,37020,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2023-04,35135,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2023-05,35105,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2023-06,35215,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2023-07,35425,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2023-08,35780,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2023-09,35820,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2023-10,35855,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2023-11,35885,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2023-12,35945,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2024-01,35755,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2024-02,35205,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2024-03,33950,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2024-04,32775,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2024-05,33615,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2024-06,32370,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2024-07,33820,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2024-08,33835,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2024-09,34235,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2024-10,34745,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2024-11,35115,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2024-12,35435,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2025-01,35715,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2025-02,35895,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2025-03,33595,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2025-04,33975,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2025-05,34220,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2025-06,34370,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2025-07,34675,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2025-08,34775,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2025-09,34975,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2025-10,34965,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2025-11,34865,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2025-12,34395,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2026-01,33850,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2026-02,33140,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2026-03,29595,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2026-04,29945,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Estonia,2026-05,30365,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2022-03,0,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2022-04,8880,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2022-05,14765,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2022-06,16750,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2022-07,18050,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2022-08,19080,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2022-09,19780,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2022-10,20415,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2022-11,21025,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2022-12,21530,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2023-01,21985,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2023-02,22280,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2023-03,22705,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2023-04,23310,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2023-05,23645,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2023-06,24580,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2023-07,25335,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2023-08,25735,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2023-09,26095,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2023-10,26435,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2023-11,26675,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2023-12,26850,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2024-01,27100,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2024-02,27295,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2024-03,27660,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2024-04,28620,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2024-05,29765,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2024-06,30475,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2024-07,31130,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2024-08,31475,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2024-09,31780,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2024-10,32100,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2024-11,32370,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2024-12,32570,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2025-01,32805,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2025-02,33005,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2025-03,33245,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2025-04,34210,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2025-05,35450,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2025-06,36285,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2025-07,36775,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2025-08,37095,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2025-09,37410,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2025-10,37685,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2025-11,37920,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2025-12,38140,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2026-01,38285,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2026-02,38465,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2026-03,38915,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2026-04,39605,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Greece,2026-05,40310,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2022-03,32980,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2022-04,83060,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2022-05,115775,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2022-06,127235,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2022-07,133690,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2022-08,139970,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2022-09,145825,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2022-10,150980,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2022-11,156300,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2022-12,160995,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2023-01,165415,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2023-02,168970,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2023-03,172660,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2023-04,175185,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2023-05,178035,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2023-06,180235,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2023-07,182615,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2023-08,184830,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2023-09,187205,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2023-10,189945,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2023-11,192665,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2023-12,194920,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2024-01,197750,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2024-02,200430,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2024-03,203300,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2024-04,206455,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2024-05,206300,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2024-06,209390,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2024-07,212290,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2024-08,215130,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2024-09,218300,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2024-10,221900,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2024-11,224290,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2024-12,226615,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2025-01,229665,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2025-02,231550,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2025-03,233825,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2025-04,235895,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2025-05,238005,d,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2025-06,239890,dp,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2025-07,242090,dp,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2025-08,244165,dp,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2025-09,246995,dp,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2025-10,250135,dp,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2025-11,252945,dp,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2025-12,255180,dp,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2026-01,257740,dp,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2026-02,260165,dp,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2026-03,262830,dp,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2026-04,265105,dp,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,Spain,2026-05,267400,dp,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2022-08,3668470,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2022-09,3894775,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2022-10,3669265,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2022-11,3717935,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2022-12,3823540,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2023-01,3886000,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2023-02,3970720,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2023-03,3886790,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2023-04,3929735,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2023-05,3984930,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2023-06,4032265,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2023-07,4077470,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2023-08,4118865,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2023-09,4150445,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2023-10,4202225,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2023-11,4241790,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2023-12,4275580,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2024-01,4309665,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2024-02,4220830,b,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2024-03,4207305,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2024-04,4211730,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2024-05,4259270,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2024-06,4314715,,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2024-07,4122425,b,
ESTAT:MIGR_ASYTPSM(1.0),01/07/26 23:00:00,Monthly,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),2024-08,4159855,,
